Timestamp,Value,Count,SD,User,Location
2020-04-06 13:30:00,24.15549166666667,360,4.676182077627538, TestUnit,Southton
2020-04-06 14:00:00,24.775936111111115,360,4.535436654183658, TestUnit,Southton
2020-04-06 14:30:00,25.146380555555556,360,4.553623729519006, TestUnit,Southton
2020-04-06 15:00:00,24.964047222222224,360,4.599137252592787, TestUnit,Southton
2020-04-06 15:30:00,24.634491666666666,360,4.401858990599881, TestUnit,Southton
2020-04-06 16:00:00,24.638269444444443,360,4.61382512287614, TestUnit,Southton
2020-04-06 16:30:00,25.20871388888889,360,4.448526997745232, TestUnit,Southton
2020-04-07 08:00:00,26.80277706185568,388,5.174280075505213, TestUnit,Southton
2020-04-07 08:30:00,29.746269444444444,360,4.789893473419347, TestUnit,Southton
2020-04-07 09:00:00,29.550047222222222,360,4.533879975788221, TestUnit,Southton
2020-04-07 09:30:00,29.77049166666666,360,4.990691620497381, TestUnit,Southton
2020-04-07 10:00:00,29.66038055555556,360,4.772161304323548, TestUnit,Southton
2020-04-07 10:30:00,30.41693611111112,360,4.735444036988082, TestUnit,Southton
2020-04-07 11:00:00,30.19015833333333,360,5.0843044362924195, TestUnit,Southton
2020-04-07 11:30:00,29.93560277777778,360,4.7540565276600075, TestUnit,Southton
2020-04-07 12:00:00,30.24771388888888,360,4.449446323820201, TestUnit,Southton
2020-04-07 12:30:00,29.90704722222222,360,4.145570594202933, TestUnit,Southton
2020-04-07 13:00:00,30.416380555555552,360,4.6004688967580885, TestUnit,Southton
2020-04-07 13:30:00,30.900713888888887,360,4.569597715663989, TestUnit,Southton
2020-04-07 14:00:00,31.023936111111116,360,4.4807812227707435, TestUnit,Southton
2020-04-07 14:30:00,30.813825,360,4.538017900142516, TestUnit,Southton
2020-04-07 15:00:00,30.83426944444445,360,4.544300280820008, TestUnit,Southton
2020-04-07 15:30:00,33.29071760007197,360,47.81239219621861, TestUnit,Southton
2020-04-07 16:00:00,31.344602777777773,360,4.90778989593393, TestUnit,Southton
2020-04-07 16:30:00,31.515047222222215,360,4.937916395535453, TestUnit,Southton
2020-04-08 08:00:00,33.60761614906833,483,4.930379063198925, TestUnit,Southton
2020-04-08 08:30:00,35.69426944444444,360,4.736109255031406, TestUnit,Southton
2020-04-08 09:00:00,35.75459728445579,328,4.561951400065287, TestUnit,Southton
2020-04-08 09:30:00,35.794755927769465,324,4.813936557383739, TestUnit,Southton
2020-04-08 10:00:00,36.05360242230921,322,4.629211046354185, TestUnit,Southton
2020-04-08 10:30:00,36.33255450105849,148,4.670600361141906, TestUnit,Southton
2020-04-09 21:00:00,47.985024611900585,75,8.859473405241928, TestUnit,Southton
